,mibfc,Month,Total Loaned,Months' Income Borrowed,Number of Loans
700,1,2013-12,4000,1 to 2,1
701,0,2012-7,25000,0 to 1,1
702,2,2013-9,22500,2 to 3,1
703,2,2013-9,10000,2 to 3,1
704,2,2013-5,10000,2 to 3,1
705,3,2014-2,17700,3 to 4,1
706,1,2012-1,7000,1 to 2,1
707,0,2012-4,6000,0 to 1,1
708,1,2013-10,4000,1 to 2,1
709,0,2012-2,3000,0 to 1,1
710,0,2013-5,3500,0 to 1,1
711,1,2012-3,7000,1 to 2,1
712,1,2014-1,10000,1 to 2,1
713,0,2012-6,2000,0 to 1,1
714,0,2013-10,5000,0 to 1,1
715,3,2014-2,15000,3 to 4,1
716,0,2011-12,6000,0 to 1,1
717,1,2013-7,17000,1 to 2,1
718,2,2014-2,20000,2 to 3,1
719,4,2012-5,8000,4+,1
720,1,2014-1,11000,1 to 2,1
721,1,2013-1,5000,1 to 2,1
722,0,2013-8,9000,0 to 1,1
723,0,2011-10,2854,0 to 1,1
724,2,2013-10,15000,2 to 3,1
725,1,2013-6,4000,1 to 2,1
726,0,2012-11,5000,0 to 1,1
727,1,2011-7,15000,1 to 2,1
728,3,2013-12,25000,3 to 4,1
729,0,2010-12,2000,0 to 1,1
730,4,2013-9,35000,4+,1
731,1,2012-7,4000,1 to 2,1
732,1,2014-2,7500,1 to 2,1
733,0,2013-11,4000,0 to 1,1
734,1,2013-12,7000,1 to 2,1
735,0,2012-4,2500,0 to 1,1
736,0,2013-7,4000,0 to 1,1
737,1,2012-8,6500,1 to 2,1
738,1,2012-9,3000,1 to 2,1
739,0,2012-4,5500,0 to 1,1
740,1,2013-11,20000,1 to 2,1
741,2,2014-1,15000,2 to 3,1
742,2,2010-9,13000,2 to 3,1
743,3,2013-4,17500,3 to 4,1
744,3,2012-6,10000,3 to 4,1
745,4,2012-8,10000,4+,1
746,0,2012-9,4000,0 to 1,1
747,2,2014-2,4000,2 to 3,1
748,1,2013-12,8000,1 to 2,1
749,0,2013-10,11000,0 to 1,1
750,1,2013-7,9900,1 to 2,1
751,1,2012-7,7000,1 to 2,1
752,4,2012-1,15000,4+,1
753,2,2013-10,15000,2 to 3,1
754,2,2014-1,10000,2 to 3,1
755,1,2013-8,10000,1 to 2,1
756,3,2012-12,25000,3 to 4,1
757,0,2013-11,8000,0 to 1,1
758,0,2011-3,3000,0 to 1,1
759,1,2014-2,10000,1 to 2,1
760,3,2014-1,15000,3 to 4,1
761,1,2013-12,13000,1 to 2,1
762,0,2013-12,5000,0 to 1,1
763,0,2013-6,4000,0 to 1,1
764,1,2013-9,4000,1 to 2,1
765,2,2013-11,20000,2 to 3,1
766,1,2013-5,4000,1 to 2,1
767,1,2013-1,4000,1 to 2,1
768,4,2011-10,15000,4+,1
769,1,2013-7,8500,1 to 2,1
770,3,2014-2,15000,3 to 4,1
771,0,2011-12,4000,0 to 1,1
772,3,2013-1,15000,3 to 4,1
773,1,2013-11,4000,1 to 2,1
774,1,2011-6,7700,1 to 2,1
775,0,2013-11,3400,0 to 1,1
776,1,2013-11,5000,1 to 2,1
777,3,2013-12,33750,3 to 4,1
778,3,2013-3,13000,3 to 4,1
779,2,2011-5,15000,2 to 3,1
780,0,2011-9,10000,0 to 1,1
781,2,2012-6,15000,2 to 3,1
782,0,2012-2,4000,0 to 1,1
783,1,2013-6,15000,1 to 2,1
784,3,2013-9,10000,3 to 4,1
785,4,2012-4,11300,4+,1
786,3,2013-10,10000,3 to 4,1
787,2,2013-5,18000,2 to 3,1
788,0,2011-9,2500,0 to 1,1
789,1,2013-5,15000,1 to 2,1
790,1,2012-5,3000,1 to 2,1
791,0,2011-11,5000,0 to 1,1
792,1,2012-7,3000,1 to 2,1
793,0,2014-2,3500,0 to 1,1
794,1,2013-12,16000,1 to 2,1
795,0,2013-12,8000,0 to 1,1
796,2,2011-5,7500,2 to 3,1
797,0,2012-5,10000,0 to 1,1
798,2,2013-10,10000,2 to 3,1
799,2,2013-6,15000,2 to 3,1
800,0,2013-7,4000,0 to 1,1
801,2,2012-4,15000,2 to 3,1
802,0,2012-8,2000,0 to 1,1
803,2,2013-12,12000,2 to 3,1
804,1,2014-1,20000,1 to 2,1
805,0,2014-2,5000,0 to 1,1
806,2,2013-9,14000,2 to 3,1
807,0,2013-12,3000,0 to 1,1
808,1,2012-4,8500,1 to 2,1
809,2,2014-1,10000,2 to 3,1
810,0,2012-5,7000,0 to 1,1
811,3,2011-7,7000,3 to 4,1
812,1,2011-10,6000,1 to 2,1
813,1,2013-4,7000,1 to 2,1
814,1,2011-11,10000,1 to 2,1
815,0,2012-3,4500,0 to 1,1
816,0,2012-7,2000,0 to 1,1
817,2,2013-11,35000,2 to 3,1
818,0,2012-5,2500,0 to 1,1
819,2,2013-9,35000,2 to 3,1
820,0,2013-6,2500,0 to 1,1
821,3,2013-12,20000,3 to 4,1
822,0,2012-9,2000,0 to 1,1
823,1,2011-3,12000,1 to 2,1
824,1,2013-9,10000,1 to 2,1
825,2,2013-4,13000,2 to 3,1
826,3,2014-1,10000,3 to 4,1
827,2,2014-1,15000,2 to 3,1
828,2,2013-2,15000,2 to 3,1
829,1,2013-8,7500,1 to 2,1
830,2,2014-1,4000,2 to 3,1
831,3,2014-1,15000,3 to 4,1
832,2,2013-12,20000,2 to 3,1
833,1,2013-11,6000,1 to 2,1
834,2,2013-12,3900,2 to 3,1
835,0,2012-3,10000,0 to 1,1
836,2,2014-1,15000,2 to 3,1
837,0,2012-6,7500,0 to 1,1
838,2,2013-11,15000,2 to 3,1
839,3,2013-12,15000,3 to 4,1
840,1,2014-1,25000,1 to 2,1
841,0,2013-8,2100,0 to 1,1
842,2,2013-12,15000,2 to 3,1
843,1,2010-8,10000,1 to 2,1
844,1,2013-11,15000,1 to 2,1
845,1,2012-11,5768,1 to 2,1
846,1,2013-1,6500,1 to 2,1
847,1,2013-12,9000,1 to 2,1
848,0,2011-11,3000,0 to 1,1
849,2,2014-1,11500,2 to 3,1
850,3,2014-1,18268,3 to 4,1
851,2,2012-4,13000,2 to 3,1
852,0,2013-5,4000,0 to 1,1
853,3,2013-10,35000,3 to 4,1
854,0,2010-12,2000,0 to 1,1
855,1,2012-2,4000,1 to 2,1
856,3,2013-12,30000,3 to 4,1
857,1,2014-1,20000,1 to 2,1
858,3,2013-5,10000,3 to 4,1
859,0,2013-5,3000,0 to 1,1
860,4,2012-10,8000,4+,1
861,0,2012-10,3000,0 to 1,1
862,2,2014-2,20000,2 to 3,1
863,0,2014-1,6000,0 to 1,1
864,0,2011-8,4000,0 to 1,1
865,2,2011-11,12000,2 to 3,1
866,3,2012-8,7000,3 to 4,1
867,3,2014-1,10000,3 to 4,1
868,0,2011-3,5000,0 to 1,1
869,4,2011-10,5000,4+,1
870,0,2014-2,6800,0 to 1,1
871,3,2013-11,10000,3 to 4,1
872,1,2011-12,4600,1 to 2,1
873,0,2013-7,6500,0 to 1,1
874,2,2014-2,11500,2 to 3,1
875,1,2013-10,8000,1 to 2,1
876,0,2013-5,4000,0 to 1,1
877,3,2014-2,10000,3 to 4,1
878,0,2013-6,6500,0 to 1,1
879,1,2012-8,12880,1 to 2,1
880,2,2013-12,10000,2 to 3,1
881,0,2013-9,5000,0 to 1,1
882,0,2013-11,5000,0 to 1,1
883,1,2013-9,8500,1 to 2,1
884,1,2013-7,4000,1 to 2,1
885,2,2014-1,15000,2 to 3,1
886,2,2013-7,15000,2 to 3,1
887,1,2013-12,4000,1 to 2,1
888,0,2013-11,4000,0 to 1,1
889,1,2014-2,5000,1 to 2,1
890,0,2013-2,8000,0 to 1,1
891,4,2013-6,35000,4+,1
892,1,2013-2,9000,1 to 2,1
893,3,2013-11,15000,3 to 4,1
894,1,2013-7,5000,1 to 2,1
895,2,2012-6,3500,2 to 3,1
896,1,2012-3,4000,1 to 2,1
897,0,2012-9,2000,0 to 1,1
898,2,2011-9,4000,2 to 3,1
899,0,2013-12,4000,0 to 1,1
900,1,2012-1,8000,1 to 2,1
901,3,2013-5,10000,3 to 4,1
902,0,2014-2,3500,0 to 1,1
903,1,2013-6,4000,1 to 2,1
904,1,2013-6,8500,1 to 2,1
905,3,2013-11,20000,3 to 4,1
906,4,2012-1,4000,4+,1
907,3,2013-3,25000,3 to 4,1
908,0,2010-8,3000,0 to 1,1
909,1,2013-11,10000,1 to 2,1
910,1,2012-9,4000,1 to 2,1
911,1,2013-10,19000,1 to 2,1
912,1,2012-10,5000,1 to 2,1
913,3,2012-3,15000,3 to 4,1
914,2,2013-5,12000,2 to 3,1
915,1,2013-8,8000,1 to 2,1
916,1,2011-11,7500,1 to 2,1
917,0,2013-7,13000,0 to 1,1
918,2,2014-2,10000,2 to 3,1
919,0,2014-1,2500,0 to 1,1
920,1,2013-7,4000,1 to 2,1
921,3,2014-1,25000,3 to 4,1
922,0,2014-1,4000,0 to 1,1
923,2,2012-11,9500,2 to 3,1
924,1,2011-11,15000,1 to 2,1
925,1,2013-12,4000,1 to 2,1
926,1,2013-7,6000,1 to 2,1
927,0,2013-6,4000,0 to 1,1
928,1,2011-7,15000,1 to 2,1
929,0,2012-9,16000,0 to 1,1
930,1,2010-9,7500,1 to 2,1
931,3,2014-1,20000,3 to 4,1
932,3,2013-8,12000,3 to 4,1
933,2,2013-11,15000,2 to 3,1
934,3,2014-1,35000,3 to 4,1
935,0,2013-1,6000,0 to 1,1
936,1,2012-4,15000,1 to 2,1
937,1,2011-12,7000,1 to 2,1
938,1,2013-11,8000,1 to 2,1
939,3,2013-11,10000,3 to 4,1
940,3,2013-4,20000,3 to 4,1
941,1,2014-2,10000,1 to 2,1
942,1,2013-4,25000,1 to 2,1
943,1,2013-12,8500,1 to 2,1
944,2,2013-12,25000,2 to 3,1
945,0,2012-7,10000,0 to 1,1
946,1,2013-11,10000,1 to 2,1
947,1,2012-7,4000,1 to 2,1
948,0,2012-4,7000,0 to 1,1
949,2,2012-11,10000,2 to 3,1
950,0,2013-9,3000,0 to 1,1
951,1,2013-7,10000,1 to 2,1
952,2,2013-6,19000,2 to 3,1
953,3,2012-10,16000,3 to 4,1
954,3,2014-1,24000,3 to 4,1
955,1,2011-11,15000,1 to 2,1
956,0,2012-4,5000,0 to 1,1
957,0,2011-12,10000,0 to 1,1
958,1,2012-10,25000,1 to 2,1
959,1,2012-5,11000,1 to 2,1
960,2,2013-11,15000,2 to 3,1
961,1,2014-2,8500,1 to 2,1
962,2,2013-7,4000,2 to 3,1
963,0,2012-8,4000,0 to 1,1
964,0,2013-10,4000,0 to 1,1
965,0,2012-12,3750,0 to 1,1
966,1,2011-10,5500,1 to 2,1
967,1,2013-3,3500,1 to 2,1
968,1,2013-12,4000,1 to 2,1
969,1,2013-11,5000,1 to 2,1
970,1,2013-11,25000,1 to 2,1
971,1,2012-5,4000,1 to 2,1
972,2,2014-2,10000,2 to 3,1
973,2,2013-4,4000,2 to 3,1
974,3,2010-9,5500,3 to 4,1
975,1,2013-8,15000,1 to 2,1
976,2,2013-10,10000,2 to 3,1
977,2,2013-9,15000,2 to 3,1
978,4,2011-1,15000,4+,1
979,4,2010-9,15000,4+,1
980,3,2013-7,15000,3 to 4,1
981,2,2011-7,2000,2 to 3,1
982,1,2014-1,7400,1 to 2,1
983,3,2013-4,15000,3 to 4,1
984,2,2011-10,24500,2 to 3,1
985,2,2014-1,10000,2 to 3,1
986,0,2010-10,4000,0 to 1,1
987,1,2013-9,7500,1 to 2,1
988,0,2012-5,5000,0 to 1,1
989,0,2012-10,25000,0 to 1,1
990,0,2012-11,4000,0 to 1,1
991,0,2013-10,2000,0 to 1,1
992,0,2013-2,4000,0 to 1,1
993,1,2013-4,10000,1 to 2,1
994,3,2014-1,20000,3 to 4,1
995,2,2013-3,15000,2 to 3,1
996,0,2011-12,4000,0 to 1,1
997,2,2013-8,18000,2 to 3,1
998,0,2011-7,7500,0 to 1,1
999,2,2013-11,7000,2 to 3,1
1000,1,2013-5,15000,1 to 2,1
1001,0,2011-11,3000,0 to 1,1
1002,2,2013-4,10000,2 to 3,1
1003,1,2014-1,10000,1 to 2,1
1004,1,2014-2,3000,1 to 2,1
1005,1,2011-1,15000,1 to 2,1
1006,0,2013-8,3500,0 to 1,1
1007,2,2012-10,20000,2 to 3,1
1008,1,2012-11,8000,1 to 2,1
1009,0,2013-10,4100,0 to 1,1
1010,1,2012-4,2500,1 to 2,1
1011,0,2013-12,3500,0 to 1,1
1012,0,2011-2,7500,0 to 1,1
1013,1,2013-12,10000,1 to 2,1
1014,1,2014-1,10000,1 to 2,1
1015,2,2014-2,20000,2 to 3,1
1016,1,2011-11,3700,1 to 2,1
1017,3,2012-5,15700,3 to 4,1
1018,1,2013-7,15000,1 to 2,1
1019,2,2013-9,10000,2 to 3,1
1020,3,2013-10,15000,3 to 4,1
1021,1,2011-9,6000,1 to 2,1
1022,0,2012-1,4000,0 to 1,1
1023,1,2011-3,4000,1 to 2,1
1024,1,2013-6,13000,1 to 2,1
1025,3,2014-1,15000,3 to 4,1
1026,0,2013-11,12000,0 to 1,1
1027,2,2013-12,4000,2 to 3,1
1028,1,2011-11,6000,1 to 2,1
1029,1,2011-11,10000,1 to 2,1
1030,1,2012-8,3800,1 to 2,1
1031,2,2013-4,15000,2 to 3,1
1032,3,2013-11,15000,3 to 4,1
1033,2,2012-4,13000,2 to 3,1
1034,2,2012-7,18000,2 to 3,1
1035,4,2012-11,16000,4+,1
1036,0,2012-5,3000,0 to 1,1
1037,0,2012-11,4000,0 to 1,1
1038,2,2012-6,9000,2 to 3,1
1039,3,2013-9,15000,3 to 4,1
1040,1,2014-2,4000,1 to 2,1
1041,1,2013-6,15000,1 to 2,1
1042,1,2013-3,13000,1 to 2,1
1043,2,2011-5,6000,2 to 3,1
1044,1,2010-11,3500,1 to 2,1
1045,0,2013-8,4000,0 to 1,1
1046,2,2014-2,15000,2 to 3,1
1047,1,2013-10,4000,1 to 2,1
1048,1,2013-7,4000,1 to 2,1
1049,0,2012-7,4000,0 to 1,1
1050,1,2012-10,10000,1 to 2,1
1051,2,2012-9,10000,2 to 3,1
1052,1,2014-2,5000,1 to 2,1
1053,1,2013-3,15000,1 to 2,1
1054,3,2013-10,15000,3 to 4,1
1055,1,2011-2,3500,1 to 2,1
1056,0,2013-7,4000,0 to 1,1
1057,0,2013-5,4000,0 to 1,1
1058,3,2014-2,10000,3 to 4,1
1059,0,2014-2,4200,0 to 1,1
1060,1,2012-1,4000,1 to 2,1
1061,0,2012-8,3000,0 to 1,1
1062,1,2012-4,15000,1 to 2,1
1063,1,2010-11,10000,1 to 2,1
1064,1,2012-4,15000,1 to 2,1
1065,2,2012-8,5500,2 to 3,1
1066,0,2012-11,6500,0 to 1,1
1067,3,2013-9,10000,3 to 4,1
1068,0,2013-12,18456,0 to 1,1
1069,2,2011-9,7500,2 to 3,1
1070,1,2012-6,6000,1 to 2,1
1071,2,2012-10,8500,2 to 3,1
1072,1,2013-3,6000,1 to 2,1
1073,3,2013-4,15000,3 to 4,1
1074,0,2014-1,3000,0 to 1,1
1075,1,2013-3,4000,1 to 2,1
1076,1,2013-3,4000,1 to 2,1
1077,3,2014-1,20000,3 to 4,1
1078,2,2013-7,10000,2 to 3,1
1079,3,2013-5,10000,3 to 4,1
1080,1,2012-6,20000,1 to 2,1
1081,2,2013-11,20000,2 to 3,1
1082,1,2013-1,4000,1 to 2,1
1083,1,2013-10,10000,1 to 2,1
1084,0,2013-8,4000,0 to 1,1
1085,2,2014-1,7500,2 to 3,1
1086,1,2013-9,11500,1 to 2,1
1087,1,2012-3,12500,1 to 2,1
1088,1,2012-1,2700,1 to 2,1
1089,0,2013-9,4000,0 to 1,1
1090,0,2013-5,2000,0 to 1,1
1091,3,2012-3,12500,3 to 4,1
1092,0,2011-1,7500,0 to 1,1
1093,0,2013-8,10000,0 to 1,1
1094,2,2013-3,15000,2 to 3,1
1095,1,2013-10,6000,1 to 2,1
1096,0,2012-6,11250,0 to 1,1
1097,0,2011-2,2000,0 to 1,1
1098,1,2013-2,15000,1 to 2,1
1099,0,2012-3,2500,0 to 1,1
1100,1,2013-8,10000,1 to 2,1
1101,2,2013-9,15000,2 to 3,1
1102,2,2013-11,12000,2 to 3,1
1103,1,2011-10,5200,1 to 2,1
1104,0,2014-1,3000,0 to 1,1
1105,1,2013-9,7000,1 to 2,1
1106,1,2012-10,7100,1 to 2,1
1107,1,2013-10,7900,1 to 2,1
1108,1,2013-2,4000,1 to 2,1
1109,0,2013-11,8000,0 to 1,1
1110,2,2013-7,35000,2 to 3,1
1111,0,2010-8,2000,0 to 1,1
1112,1,2014-1,7500,1 to 2,1
1113,3,2013-12,15000,3 to 4,1
1114,2,2012-11,20000,2 to 3,1
1115,0,2013-12,4000,0 to 1,1
1116,2,2013-11,4000,2 to 3,1
1117,1,2011-6,9500,1 to 2,1
1118,1,2014-1,4000,1 to 2,1
1119,0,2011-6,7000,0 to 1,1
1120,1,2014-1,10000,1 to 2,1
1121,1,2013-12,15000,1 to 2,1
1122,4,2013-4,12000,4+,1
1123,1,2013-7,7000,1 to 2,1
1124,0,2011-11,2000,0 to 1,1
1125,3,2013-12,20000,3 to 4,1
1126,1,2012-5,5000,1 to 2,1
1127,1,2011-11,4000,1 to 2,1
1128,4,2012-8,12000,4+,1
1129,2,2013-9,4000,2 to 3,1
1130,2,2013-12,20000,2 to 3,1
1131,2,2013-6,15000,2 to 3,1
1132,0,2013-8,2000,0 to 1,1
1133,1,2014-2,4000,1 to 2,1
1134,3,2013-10,20000,3 to 4,1
1135,2,2013-11,12000,2 to 3,1
1136,1,2012-2,3000,1 to 2,1
1137,2,2013-7,13000,2 to 3,1
1138,1,2012-8,3900,1 to 2,1
1139,0,2012-8,8000,0 to 1,1
1140,1,2013-10,4000,1 to 2,1
1141,0,2013-12,2000,0 to 1,1
1142,1,2013-8,20000,1 to 2,1
1143,1,2013-4,4000,1 to 2,1
1144,1,2013-4,8400,1 to 2,1
1145,1,2013-5,14000,1 to 2,1
1146,4,2012-7,13000,4+,1
1147,1,2011-12,3000,1 to 2,1
1148,1,2010-12,7500,1 to 2,1
1149,1,2013-11,7500,1 to 2,1
1150,2,2012-12,10500,2 to 3,1
1151,0,2013-12,3000,0 to 1,1
1152,1,2011-12,7000,1 to 2,1
1153,1,2013-5,6000,1 to 2,1
1154,1,2012-8,12000,1 to 2,1
1155,0,2012-5,2000,0 to 1,1
1156,0,2012-9,4000,0 to 1,1
1157,2,2013-12,10000,2 to 3,1
1158,3,2013-9,15000,3 to 4,1
1159,2,2013-11,15000,2 to 3,1
1160,1,2013-11,10000,1 to 2,1
1161,3,2013-7,25000,3 to 4,1
1162,0,2013-1,2000,0 to 1,1
1163,1,2012-12,5500,1 to 2,1
1164,2,2013-3,13000,2 to 3,1
1165,3,2014-1,10000,3 to 4,1
1166,3,2013-12,10000,3 to 4,1
1167,2,2011-7,15000,2 to 3,1
1168,0,2011-11,3500,0 to 1,1
1169,2,2012-7,15000,2 to 3,1
1170,0,2013-11,2000,0 to 1,1
1171,3,2013-2,24000,3 to 4,1
1172,3,2013-6,10000,3 to 4,1
1173,0,2013-11,4000,0 to 1,1
1174,3,2014-1,15000,3 to 4,1
1175,2,2014-1,13500,2 to 3,1
1176,1,2013-11,8000,1 to 2,1
1177,1,2012-3,15750,1 to 2,1
1178,3,2013-9,14326,3 to 4,1
1179,1,2010-10,6500,1 to 2,1
1180,0,2013-6,4000,0 to 1,1
1181,1,2013-12,10000,1 to 2,1
1182,3,2013-10,20000,3 to 4,1
1183,0,2012-5,2000,0 to 1,1
1184,2,2011-8,8000,2 to 3,1
1185,1,2013-5,6000,1 to 2,1
1186,1,2013-3,3500,1 to 2,1
1187,2,2014-1,25000,2 to 3,1
1188,0,2012-4,4500,0 to 1,1
1189,1,2011-5,5000,1 to 2,1
1190,1,2011-12,15000,1 to 2,1
1191,3,2013-6,15000,3 to 4,1
1192,2,2013-11,21721,2 to 3,1
1193,0,2011-9,4000,0 to 1,1
1194,1,2013-3,15000,1 to 2,1
1195,2,2013-12,25000,2 to 3,1
1196,1,2011-9,10000,1 to 2,1
1197,2,2013-9,4000,2 to 3,1
1198,1,2013-7,13500,1 to 2,1
1199,1,2011-10,3000,1 to 2,1
1200,0,2013-2,2000,0 to 1,1
1201,2,2011-3,7000,2 to 3,1
1202,1,2013-3,4000,1 to 2,1
1203,1,2013-10,4000,1 to 2,1
1204,1,2012-11,5000,1 to 2,1
1205,3,2013-10,15000,3 to 4,1
1206,4,2011-9,6000,4+,1
1207,3,2014-2,15000,3 to 4,1
1208,0,2013-9,7500,0 to 1,1
1209,2,2013-7,11500,2 to 3,1
1210,2,2013-12,10000,2 to 3,1
1211,2,2013-12,10000,2 to 3,1
1212,3,2014-2,15000,3 to 4,1
1213,1,2013-12,5000,1 to 2,1
1214,0,2013-5,4000,0 to 1,1
1215,1,2013-11,12000,1 to 2,1
1216,2,2013-4,15000,2 to 3,1
1217,0,2012-4,2000,0 to 1,1
1218,3,2013-8,15000,3 to 4,1
1219,1,2012-6,8000,1 to 2,1
1220,2,2012-4,10000,2 to 3,1
1221,0,2013-9,10000,0 to 1,1
1222,1,2013-11,7500,1 to 2,1
1223,0,2013-2,3000,0 to 1,1
1224,1,2013-7,8000,1 to 2,1
1225,1,2013-12,13000,1 to 2,1
1226,1,2013-12,5000,1 to 2,1
1227,0,2011-6,4000,0 to 1,1
1228,3,2013-12,15000,3 to 4,1
1229,1,2013-2,9000,1 to 2,1
1230,3,2014-1,10000,3 to 4,1
1231,0,2011-10,8000,0 to 1,1
1232,1,2013-10,7000,1 to 2,1
1233,1,2012-6,12300,1 to 2,1
1234,4,2011-11,13000,4+,1
1235,1,2011-7,5000,1 to 2,1
1236,1,2013-7,4000,1 to 2,1
1237,1,2012-10,4000,1 to 2,1
1238,3,2011-3,13323,3 to 4,1
1239,2,2013-11,15000,2 to 3,1
1240,2,2014-2,7000,2 to 3,1
1241,1,2013-11,13000,1 to 2,1
1242,0,2011-12,4000,0 to 1,1
1243,0,2013-10,8000,0 to 1,1
1244,0,2011-6,3200,0 to 1,1
1245,3,2013-11,10000,3 to 4,1
1246,0,2013-6,4000,0 to 1,1
1247,0,2011-6,2000,0 to 1,1
1248,0,2013-6,4000,0 to 1,1
1249,0,2012-10,2000,0 to 1,1
1250,1,2013-8,10000,1 to 2,1
1251,1,2013-10,15000,1 to 2,1
1252,1,2013-9,10000,1 to 2,1
1253,1,2013-6,9800,1 to 2,1
1254,3,2014-1,20000,3 to 4,1
1255,1,2013-10,15000,1 to 2,1
1256,1,2013-12,25000,1 to 2,1
1257,1,2011-5,3500,1 to 2,1
1258,0,2011-8,2000,0 to 1,1
1259,2,2011-10,17500,2 to 3,1
1260,1,2013-7,10000,1 to 2,1
1261,3,2014-1,15000,3 to 4,1
1262,0,2011-5,9000,0 to 1,1
1263,0,2012-3,2500,0 to 1,1
1264,2,2011-5,15000,2 to 3,1
1265,1,2010-10,10000,1 to 2,1
1266,2,2011-12,7500,2 to 3,1
1267,2,2013-11,7000,2 to 3,1
1268,2,2014-2,20000,2 to 3,1
1269,2,2013-7,4000,2 to 3,1
1270,2,2013-8,10000,2 to 3,1
1271,1,2013-12,35000,1 to 2,1
1272,1,2011-1,10000,1 to 2,1
1273,1,2013-5,4000,1 to 2,1
1274,3,2014-1,10000,3 to 4,1
1275,0,2013-5,8000,0 to 1,1
1276,1,2011-11,7500,1 to 2,1
1277,1,2012-6,15000,1 to 2,1
1278,0,2012-8,8000,0 to 1,1
1279,3,2013-9,15000,3 to 4,1
1280,2,2013-11,8000,2 to 3,1
1281,1,2014-2,4000,1 to 2,1
1282,0,2013-1,3000,0 to 1,1
1283,1,2014-2,7875,1 to 2,1
1284,0,2013-9,2500,0 to 1,1
1285,3,2013-5,34999,3 to 4,1
1286,0,2011-12,4000,0 to 1,1
1287,1,2011-7,7500,1 to 2,1
1288,0,2012-4,4000,0 to 1,1
1289,0,2012-9,4000,0 to 1,1
1290,1,2014-1,10000,1 to 2,1
1291,0,2011-9,8000,0 to 1,1
1292,0,2011-12,13000,0 to 1,1
1293,1,2012-3,4000,1 to 2,1
1294,1,2012-3,4000,1 to 2,1
1295,4,2012-1,16000,4+,1
1296,3,2012-4,10000,3 to 4,1
1297,0,2012-5,3000,0 to 1,1
1298,1,2013-12,10000,1 to 2,1
1299,0,2013-4,6000,0 to 1,1
1300,2,2014-1,15000,2 to 3,1
1301,3,2014-1,10000,3 to 4,1
1302,0,2013-7,2250,0 to 1,1
1303,1,2012-11,16000,1 to 2,1
1304,3,2012-10,8430,3 to 4,1
1305,0,2013-12,4500,0 to 1,1
1306,3,2013-10,4000,3 to 4,1
1307,3,2013-5,10000,3 to 4,1
1308,1,2013-12,15000,1 to 2,1
1309,2,2014-2,27500,2 to 3,1
1310,0,2011-9,8500,0 to 1,1
1311,1,2013-10,4000,1 to 2,1
1312,2,2010-12,7350,2 to 3,1
1313,0,2013-11,4000,0 to 1,1
1314,2,2013-3,10000,2 to 3,1
1315,3,2013-10,32500,3 to 4,1
1316,1,2013-10,6000,1 to 2,1
1317,0,2011-12,3000,0 to 1,1
1318,2,2013-12,26000,2 to 3,1
1319,1,2013-7,4000,1 to 2,1
1320,0,2011-2,3500,0 to 1,1
1321,0,2012-8,7500,0 to 1,1
1322,2,2012-10,15000,2 to 3,1
1323,2,2014-2,20000,2 to 3,1
1324,1,2011-3,7000,1 to 2,1
1325,1,2013-6,15000,1 to 2,1
1326,2,2014-1,10000,2 to 3,1
1327,2,2013-12,15000,2 to 3,1
1328,1,2014-1,4000,1 to 2,1
1329,1,2013-9,15000,1 to 2,1
1330,2,2013-7,13500,2 to 3,1
1331,0,2012-5,4000,0 to 1,1
1332,1,2013-7,15000,1 to 2,1
1333,2,2013-7,15000,2 to 3,1
1334,1,2013-3,8500,1 to 2,1
1335,1,2014-1,7500,1 to 2,1
1336,3,2013-12,15000,3 to 4,1
1337,2,2013-5,29765,2 to 3,1
1338,0,2013-7,8000,0 to 1,1
1339,1,2011-2,10000,1 to 2,1
1340,2,2012-6,9500,2 to 3,1
1341,1,2012-10,17000,1 to 2,1
1342,2,2013-7,10000,2 to 3,1
1343,1,2011-1,5500,1 to 2,1
1344,1,2011-10,3500,1 to 2,1
1345,1,2011-12,7000,1 to 2,1
1346,2,2013-4,25000,2 to 3,1
1347,1,2013-11,5000,1 to 2,1
1348,1,2012-3,4000,1 to 2,1
1349,1,2014-2,20000,1 to 2,1
1350,1,2012-9,25000,1 to 2,1
1351,2,2012-11,12000,2 to 3,1
1352,0,2011-9,4000,0 to 1,1
1353,1,2013-6,4000,1 to 2,1
1354,1,2013-4,12000,1 to 2,1
1355,2,2013-11,25000,2 to 3,1
1356,1,2013-11,15000,1 to 2,1
1357,0,2011-8,3000,0 to 1,1
1358,2,2013-11,10000,2 to 3,1
1359,1,2011-9,5000,1 to 2,1
1360,0,2014-2,7000,0 to 1,1
1361,2,2012-4,13500,2 to 3,1
1362,1,2013-5,4000,1 to 2,1
1363,0,2012-7,3000,0 to 1,1
1364,1,2013-11,15000,1 to 2,1
1365,1,2014-1,25000,1 to 2,1
1366,3,2013-4,20000,3 to 4,1
1367,3,2014-2,35000,3 to 4,1
1368,1,2014-1,13000,1 to 2,1
1369,0,2013-7,4000,0 to 1,1
1370,1,2013-7,10000,1 to 2,1
1371,1,2013-10,3000,1 to 2,1
1372,2,2013-12,15000,2 to 3,1
1373,2,2012-4,6000,2 to 3,1
1374,4,2012-9,22000,4+,1
1375,0,2011-9,7500,0 to 1,1
1376,1,2013-10,7000,1 to 2,1
1377,0,2013-10,4000,0 to 1,1
1378,0,2012-8,2000,0 to 1,1
1379,1,2013-10,4000,1 to 2,1
1380,3,2013-11,30000,3 to 4,1
1381,0,2011-12,4000,0 to 1,1
